1917 07 29 2152 141.572 -3.687 35.0 7.41 MW 
1925 06 11 1556 140.344 -3.082 35.0 6.00 MW 
1926 09 15 1155 141.371 -3.277 35.0 6.13 MW 
1953 12 02 0424 141.530 -3.507 25.0 6.63 MW 
1926 10 27 1957 140.260 -3.185 35.0 5.79 MW 
1939 03 02 0700 143.229 -4.219 35.0 6.02 MW 
1951 08 12 2110 140.595 -3.483 15.0 6.17 MW 
1961 12 14 0710 140.923 -3.201 15.0 6.03 MW 
1962 08 26 2330 140.206 -3.724 40.0 5.78 MW 
1970 11 28 2022 142.904 -4.164 125.0 5.99 MW 
1979 04 24 2113 141.807 -3.655 45.0 5.75 MW gcmt
1983 01 21 1420 141.232 -3.377 20.0 5.60 MW gcmt
1985 01 17 2133 141.712 -3.753 40.0 6.10 MW gcmt
1985 12 20 0349 140.382 -3.491 29.5 5.77 MW gcmt
