1907 05 04 0551 152.821 -6.708 25.0 6.63 MW 
1920 05 07 2131 156.406 -9.365 15.0 6.98 MW 
1931 02 19 2132 149.744 -7.426 15.0 5.94 MW 
1951 04 30 1528 154.171 -8.292 25.0 6.49 MW 
1939 11 10 2020 149.105 -9.420 15.0 6.04 MW 
1939 12 25 1625 151.592 -7.033 15.0 6.19 MW 
1953 07 06 2155 147.050 -6.998 15.0 6.10 MW 
1959 09 12 1124 156.365 -9.686 20.0 6.09 MW 
1967 03 26 2239 148.623 -9.182 20.0 5.69 MW 
1968 01 04 1027 148.835 -9.779 15.0 5.78 MW 
1973 05 02 0126 150.292 -9.979 10.0 5.98 MW 
1975 11 25 0806 156.519 -9.374 35.0 6.17 MW 
1976 09 16 1126 148.094 -9.170 10.0 6.04 MW 
1978 04 11 0241 148.936 -9.364 15.0 5.96 MW gcmt
1986 05 27 2208 150.771 -7.782 32.5 5.86 MW 
